0.00079051382;0.0015810276
0;0.0015810276
0.00079051382;-0.0015810276
-0.00079051382;0.0015810276
0;0.0031620553
-0.00079051382;0.0015810276
0.00079051382;0
0;0
0;0
-0.0015810276;-0.0015810276
0;0.0031620553
0.00079051382;0.0015810276
0;0
0;0.0015810276
0.00079051382;0.0015810276
0;0.0031620553
0.00079051382;0.0015810276
-0.00079051382;0.0015810276
0;0
0;0.0015810276
-0.00079051382;0.0015810276
0;0
0.00079051382;0
-0.00079051382;0.0015810276
0;0.0015810276
0;0.0015810276
0;0.0031620553
-0.00079051382;0
-0.00079051382;0
0;0
0;0.0015810276
-0.00079051382;0
-0.00079051382;0
0.00079051382;0.0015810276
0;0.0015810276
-0.00079051382;0.0031620553
0;0.0031620553
0.00079051382;0.0015810276
0;0.0015810276
0.00079051382;0
-0.00079051382;0
0;0
0;0
0;0.0015810276
-0.00079051382;0
0.00079051382;0.0015810276
0.00079051382;0.0015810276
0.00079051382;0.0015810276
0;0
0;0
0;0
0;0
0;0.0015810276
0.00079051382;0.0031620553
0;0
0;0.0015810276
-0.00079051382;0
-0.00079051382;0.0015810276
0;0
0.00079051382;0
0.00079051382;-0.0015810276
0.00079051382;0
0.00079051382;0
-0.00079051382;0
0;0.0015810276
0.00079051382;0.0015810276
0;0.0031620553
-0.00079051382;0.0015810276
0;0.0015810276
0.00079051382;0
-0.00079051382;0.0015810276
0;0.0015810276
0;0.0015810276
0;0.0015810276
0.00079051382;0.0047430829
0.00079051382;0
0.00079051382;0
0;0
0.00079051382;0.0015810276
0;0
-0.00079051382;0
0;0.0031620553
-0.00079051382;-0.0015810276
0;0
-0.00079051382;0
0.00079051382;0
0;0
-0.00079051382;0.0015810276
-0.00079051382;0.0031620553
0.00079051382;0.0015810276
-0.00079051382;-0.0015810276
-0.00079051382;0
0;0.0015810276
-0.00079051382;0.0015810276
-0.00079051382;0
0.00079051382;0.0015810276
-0.00079051382;0
0.00079051382;0
-0.00079051382;0.0015810276
0;0.0015810276
0;0
0;0.0015810276
-0.0015810276;0
-0.00079051382;0
0;0
-0.00079051382;0
0.00079051382;0
-0.00079051382;0.0015810276
-0.00079051382;0.0015810276
-0.00079051382;0.0031620553
0;0.0015810276
-0.00079051382;0.0015810276
-0.00079051382;0.0015810276
0;0.0015810276
0;0
-0.00079051382;0
-0.00079051382;0.0015810276
-0.00079051382;0
-0.00079051382;0
0;0
0;0.0031620553
0;0.0015810276
-0.00079051382;0.0015810276
0;-0.0015810276
0.00079051382;0
0.00079051382;0.0015810276
0;0
-0.00079051382;0
0;-0.0015810276
0;0.0015810276
0;0
0.00079051382;-0.0015810276
-0.00079051382;0
0.00079051382;0.0031620553
0;0.0015810276
0;0.0015810276
0;0
-0.00079051382;-0.0015810276
-0.00079051382;0.0015810276
-0.0015810276;-0.0015810276
-0.00079051382;-0.0031620553
-0.00079051382;0.0015810276
0.00079051382;-0.0015810276
0;0.0015810276
0;0
-0.00079051382;0
-0.00079051382;0.0015810276
-0.00079051382;0
0;0
0;0
0;0
0.00079051382;-0.0015810276
0;0
-0.00079051382;0.0031620553
0;-0.0015810276
0;0
0;0.0015810276
0.00079051382;0.0015810276
0;0.0015810276
0.00079051382;0.0015810276
0.00079051382;0.0015810276
-0.00079051382;0.0015810276
0;0.0015810276
0.00079051382;0.0015810276
0;0.0015810276
0.00079051382;0.0015810276
0.00079051382;0.0031620553
-0.00079051382;0
0.00079051382;0.0015810276
0;0
-0.00079051382;0
0;0.0015810276
